query,stakeholders,roles,topics,concepts,rounds,time (ms)
mongolian,3,0,3,10,30,277
mongolian,3,0,2,1,1000,710
mongolian,3,0,1,3,10000,6648
tiramisu,3,0,1,50,1,159
mongolian,3,0,1,50,10000,265304
mongolian,3,0,2,3,1000,5675
mongolian,3,0,3,10,10000,125152
tiramisu,3,0,1,50,1,126
tiramisu,3,0,2,3,3000,2924
mongolian,3,0,3,50,3000,78945
tiramisu,3,0,3,3,1000,1238
tiramisu,3,0,2,1,10000,10558
tiramisu,3,0,2,3,30,105
tiramisu,3,0,3,50,1000,1448645
mongolian,3,0,1,1,1000,31224
tiramisu,3,0,1,10,300,928
tiramisu,3,0,2,50,100,4417
tiramisu,3,0,2,10,100,1132
tiramisu,3,0,3,3,1,119
tiramisu,3,0,1,10,3000,6195
mongolian,3,0,2,50,100,2655
tiramisu,3,0,1,3,1000,695
tiramisu,3,0,3,50,1000,1448819
tiramisu,3,0,2,50,1000,1450557
tiramisu,3,0,3,3,100,153
mongolian,3,0,2,1,1,110
tiramisu,3,0,1,10,3000,5614
tiramisu,3,0,2,3,300,293
mongolian,3,0,2,1,10000,40754
tiramisu,3,0,2,10,300,939
mongolian,3,0,2,50,30,2646
mongolian,3,0,2,50,10000,16497
tiramisu,3,0,2,3,10000,10030
mongolian,3,0,2,1,1000,1072
mongolian,3,0,2,3,300,495
tiramisu,3,0,1,1,1,38
mongolian,3,0,2,50,3000,79824
tiramisu,3,0,3,1,1000,1212
mongolian,3,0,2,50,3000,4958
tiramisu,3,0,1,1,10000,7690
mongolian,3,0,3,3,1000,93063
mongolian,3,0,2,10,30,106
mongolian,3,0,3,3,300,478
tiramisu,3,0,1,3,10000,46219
mongolian,3,0,3,1,1,144
tiramisu,3,0,2,10,10000,10368
tiramisu,3,0,3,50,30,4492
tiramisu,3,0,1,50,1000,14859
mongolian,3,0,3,50,30,196
tiramisu,3,0,2,50,30,1041
mongolian,3,0,2,50,300,13036
mongolian,3,0,1,3,300,213
mongolian,3,0,2,50,1000,43462
tiramisu,3,0,3,1,30,130
mongolian,3,0,2,10,10000,2923709
tiramisu,3,0,1,50,10000,182822
mongolian,3,0,3,3,1000,91154
mongolian,3,0,1,1,300,188
mongolian,3,0,3,50,30,756
tiramisu,3,0,2,10,100,1140
tiramisu,3,0,1,1,1,301
tiramisu,3,0,2,3,30,143
mongolian,3,0,1,50,1,129
tiramisu,3,0,2,10,1,312
mongolian,3,0,3,50,100,746
tiramisu,3,0,3,1,3000,1264
tiramisu,3,0,2,10,10000,2925274
mongolian,3,0,2,3,1,166
mongolian,3,0,3,50,100,2702
tiramisu,3,0,1,10,300,3053
mongolian,3,0,2,1,30,78
tiramisu,3,0,3,3,3000,2938
tiramisu,3,0,3,10,1000,1299
tiramisu,3,0,2,50,10000,14475799
tiramisu,3,0,1,3,10000,6734
mongolian,3,0,1,10,3000,16012
tiramisu,3,0,1,1,10000,6440
tiramisu,3,0,1,1,100,37
mongolian,3,0,2,1,3000,1866
mongolian,3,0,1,1,100,73
tiramisu,3,0,1,50,10000,68510
mongolian,3,0,2,10,1000,5665
mongolian,3,0,3,10,10000,13205
mongolian,3,0,2,3,300,289
tiramisu,3,0,2,3,3000,17015
mongolian,3,0,2,1,10000,10728
mongolian,3,0,3,1,100,3343
mongolian,3,0,1,10,100,29109
mongolian,3,0,1,3,1,170
tiramisu,3,0,3,50,1000,2268
tiramisu,3,0,3,1,1,129
mongolian,3,0,3,1,1,60
mongolian,3,0,3,50,30,755
tiramisu,3,0,1,3,3000,2088
mongolian,3,0,3,50,10000,263092
mongolian,3,0,2,50,10000,19870
mongolian,3,0,2,3,3000,3986
mongolian,3,0,2,1,1,101
mongolian,3,0,1,1,3000,8891
mongolian,3,0,1,1,3000,1976
mongolian,3,0,3,3,30,183
tiramisu,3,0,2,3,10000,9951
tiramisu,3,0,2,10,10000,11085
tiramisu,3,0,3,10,1,269
mongolian,3,0,1,10,100,85
mongolian,3,0,1,10,10000,2914000
mongolian,3,0,3,50,10000,19364
mongolian,3,0,3,10,10000,2933358
tiramisu,3,0,2,3,100,101
mongolian,3,0,2,50,3000,79533
tiramisu,3,0,1,10,100,185
tiramisu,3,0,3,50,3000,22168
mongolian,3,0,2,50,100,2680
mongolian,3,0,1,50,100,4222
tiramisu,3,0,2,1,10000,4013
mongolian,3,0,3,50,3000,22586
tiramisu,3,0,1,10,100,328
mongolian,3,0,3,50,3000,78879
mongolian,3,0,1,3,1000,1032
mongolian,3,0,1,1,1000,3013
mongolian,3,0,3,10,1000,1311
tiramisu,3,0,2,10,300,635
tiramisu,3,0,3,3,1,156
tiramisu,3,0,3,50,10000,14520630
tiramisu,3,0,2,10,3000,9056
tiramisu,3,0,1,1,300,222
mongolian,3,0,3,3,100,140
tiramisu,3,0,1,50,100,688
mongolian,3,0,3,10,1,532
mongolian,3,0,2,50,3000,4344747
tiramisu,3,0,2,3,1,105
mongolian,3,0,1,50,10000,296114
tiramisu,3,0,2,3,1000,965
mongolian,3,0,1,3,1000,4642
tiramisu,3,0,3,10,1000,1308
mongolian,3,0,3,3,100,170
mongolian,3,0,1,10,1,1018
mongolian,3,0,3,3,3000,4864
tiramisu,3,0,3,1,30,3322
tiramisu,3,0,1,50,3000,20628
mongolian,3,0,1,3,1000,4611
tiramisu,3,0,1,1,30,65
mongolian,3,0,1,50,3000,78797
tiramisu,3,0,3,3,1,105
mongolian,3,0,3,1,1000,1417
mongolian,3,0,1,1,300,195
tiramisu,3,0,3,10,300,394
mongolian,3,0,3,50,300,8942
mongolian,3,0,3,1,300,194
tiramisu,3,0,1,50,100,1493
tiramisu,3,0,3,1,300,129
mongolian,3,0,1,10,1,536
mongolian,3,0,3,10,300,821
tiramisu,3,0,1,10,300,3038
mongolian,3,0,3,1,1,148
tiramisu,3,0,2,3,10000,57433
tiramisu,3,0,2,1,10000,4466
mongolian,3,0,2,1,10000,6425
tiramisu,3,0,2,50,300,4461
mongolian,3,0,2,1,30,60
mongolian,3,0,3,50,100,233
mongolian,3,0,3,10,3000,17027
mongolian,3,0,2,10,1000,5676
mongolian,3,0,1,3,30,467
mongolian,3,0,1,1,3000,1936
mongolian,3,0,1,1,1,59
tiramisu,3,0,3,1,10000,4517
mongolian,3,0,1,1,1000,771
tiramisu,3,0,3,10,1,1216
tiramisu,3,0,1,10,100,334
tiramisu,3,0,1,1,100,308
tiramisu,3,0,1,3,3000,266782
tiramisu,3,0,3,3,3000,3046
tiramisu,3,0,2,50,1,144704
tiramisu,3,0,2,3,10000,12761
mongolian,3,0,1,3,10000,6871
tiramisu,3,0,3,1,1000,399
mongolian,3,0,2,10,300,3405
mongolian,3,0,3,1,3000,15622
tiramisu,3,0,1,1,3000,1246
mongolian,3,0,1,50,1,144874
tiramisu,3,0,2,10,100,29244
tiramisu,3,0,1,1,300,122
mongolian,3,0,2,10,10000,53853
tiramisu,3,0,1,1,10000,7780
mongolian,3,0,2,10,100,1158
mongolian,3,0,1,3,100,63
mongolian,3,0,1,10,1,541
mongolian,3,0,2,10,1,109
mongolian,3,0,2,3,300,26949
tiramisu,3,0,1,10,100,1124
tiramisu,3,0,3,3,10000,12294
mongolian,3,0,2,50,1,744
tiramisu,3,0,3,10,30,136
tiramisu,3,0,3,50,100,4462
mongolian,3,0,1,50,1,702
mongolian,3,0,1,10,1000,10228
mongolian,3,0,2,50,10000,262970
tiramisu,3,0,3,50,3000,5664
mongolian,3,0,2,50,30,144967
mongolian,3,0,3,3,100,170
mongolian,3,0,2,50,1000,1638
tiramisu,3,0,2,50,1000,43421
mongolian,3,0,2,1,1000,32252
mongolian,3,0,2,50,300,2164
mongolian,3,0,2,3,10000,13013
tiramisu,3,0,1,1,3000,1245
mongolian,3,0,3,50,3000,22549
tiramisu,3,0,1,50,30,1517
mongolian,3,0,2,3,1,160
mongolian,3,0,2,50,300,495
tiramisu,3,0,2,1,300,131
tiramisu,3,0,2,50,3000,30822
mongolian,3,0,2,50,1000,1972
mongolian,3,0,3,10,30,29350
tiramisu,3,0,1,3,30,468
tiramisu,3,0,1,50,1,144847
tiramisu,3,0,3,3,3000,3899
tiramisu,3,0,1,50,10000,14465241
mongolian,3,0,1,10,30,29132
tiramisu,3,0,1,3,1,95
mongolian,3,0,2,50,100,734
tiramisu,3,0,3,3,30,9231
tiramisu,3,0,3,3,1000,997
tiramisu,3,0,3,1,1000,33458
tiramisu,3,0,1,3,3000,2042
mongolian,3,0,3,10,1000,5719
tiramisu,3,0,2,1,300,135
tiramisu,3,0,2,50,1000,43378
tiramisu,3,0,1,1,100,73
mongolian,3,0,2,50,10000,72230
tiramisu,3,0,3,3,100,9106
mongolian,3,0,2,1,1,106
tiramisu,3,0,2,50,3000,45540
mongolian,3,0,2,3,300,1733
mongolian,3,0,3,50,1,145160
mongolian,3,0,1,10,1000,291086
mongolian,3,0,1,3,10000,889668
tiramisu,3,0,1,3,30,68
tiramisu,3,0,3,3,100,119
mongolian,3,0,1,10,10000,2912178
mongolian,3,0,2,3,300,537
tiramisu,3,0,3,3,1,122
tiramisu,3,0,2,3,10000,14000
mongolian,3,0,1,3,300,193
mongolian,3,0,1,10,300,1610
mongolian,3,0,3,10,300,3703
mongolian,3,0,3,50,100,2611
tiramisu,3,0,1,3,1,95
mongolian,3,0,3,1,30,136
tiramisu,3,0,1,50,300,472
mongolian,3,0,1,50,30,4251
mongolian,3,0,3,3,3000,5016
mongolian,3,0,3,50,1000,45016
tiramisu,3,0,1,1,300,121
mongolian,3,0,1,10,10000,2911617
mongolian,3,0,3,3,1000,1747
mongolian,3,0,3,50,3000,22503
mongolian,3,0,2,50,300,496
mongolian,3,0,3,1,1000,1412
tiramisu,3,0,2,50,3000,130091
tiramisu,3,0,2,50,1000,7133
mongolian,3,0,1,1,100,61
tiramisu,3,0,2,1,1,94
mongolian,3,0,1,3,1,8854
mongolian,3,0,1,1,30,64
mongolian,3,0,1,3,3000,5220
tiramisu,3,0,1,3,100,97
tiramisu,3,0,3,50,3000,55505
tiramisu,3,0,1,10,300,971
mongolian,3,0,2,3,300,26973
mongolian,3,0,2,50,3000,21709
tiramisu,3,0,3,3,1000,1039
mongolian,3,0,3,3,1,679
mongolian,3,0,1,3,30,65
tiramisu,3,0,1,50,100,1508
mongolian,3,0,2,3,10000,16946
tiramisu,3,0,1,50,1000,6812
tiramisu,3,0,1,3,100,457
tiramisu,3,0,2,1,100,49
tiramisu,3,0,3,50,30,144672
mongolian,3,0,3,3,100,175
mongolian,3,0,3,10,1,1246
tiramisu,3,0,2,10,100,29267
mongolian,3,0,2,1,10000,6423
mongolian,3,0,3,3,10000,17273
mongolian,3,0,1,10,300,87314
tiramisu,3,0,2,3,100,9008
mongolian,3,0,3,1,100,139
mongolian,3,0,3,3,1000,91272
mongolian,3,0,1,3,1000,1661
mongolian,3,0,2,50,100,3018
tiramisu,3,0,2,50,10000,71129
tiramisu,3,0,2,1,30,3225
tiramisu,3,0,2,3,100,8959
tiramisu,3,0,3,3,1000,6727
tiramisu,3,0,3,3,3000,2968
mongolian,3,0,3,1,10000,7275
mongolian,3,0,2,1,3000,12198
tiramisu,3,0,1,3,1000,4587
mongolian,3,0,2,50,1000,1451048
mongolian,3,0,2,50,300,8001
tiramisu,3,0,1,50,3000,44774
tiramisu,3,0,1,3,30,470
tiramisu,3,0,3,50,30,145039
mongolian,3,0,1,3,30,170
mongolian,3,0,2,1,3000,12178
tiramisu,3,0,3,10,3000,8151
mongolian,3,0,1,50,10000,427171
mongolian,3,0,1,1,30,75
tiramisu,3,0,1,50,1000,1325
mongolian,3,0,3,10,10000,2934253
tiramisu,3,0,3,10,300,1037
tiramisu,3,0,1,1,30,3088
mongolian,3,0,3,50,3000,79745
mongolian,3,0,1,1,300,187
mongolian,3,0,1,50,3000,79582
tiramisu,3,0,1,1,1,37
mongolian,3,0,2,50,300,13073
tiramisu,3,0,1,50,1000,42326
tiramisu,3,0,1,3,3000,3168
tiramisu,3,0,1,10,1000,749
tiramisu,3,0,3,50,300,2212
tiramisu,3,0,2,50,1000,14931
mongolian,3,0,1,3,1,8929
mongolian,3,0,1,3,300,1380
mongolian,3,0,1,1,3000,1957
tiramisu,3,0,1,10,10000,2912684
mongolian,3,0,2,10,300,87725
tiramisu,3,0,1,10,3000,873724
tiramisu,3,0,2,3,3000,17051
tiramisu,3,0,2,50,100,1044
mongolian,3,0,3,1,1000,657
tiramisu,3,0,3,1,10000,3907
mongolian,3,0,1,3,100,179
mongolian,3,0,1,3,1000,709
tiramisu,3,0,2,1,1000,934
tiramisu,3,0,3,10,3000,4220
tiramisu,3,0,3,1,3000,3767
mongolian,3,0,3,10,1,145
tiramisu,3,0,2,1,100,94
tiramisu,3,0,2,1,300,137
tiramisu,3,0,3,1,10000,12015
mongolian,3,0,2,1,10000,41027
mongolian,3,0,1,3,100,465
mongolian,3,0,3,1,100,142
mongolian,3,0,3,10,3000,880044
mongolian,3,0,1,50,10000,265322
mongolian,3,0,1,3,30,8895
mongolian,3,0,3,3,100,154
mongolian,3,0,1,3,300,1385
mongolian,3,0,2,1,30,101
tiramisu,3,0,1,10,1000,813
mongolian,3,0,1,50,1,685
tiramisu,3,0,1,3,1000,952
mongolian,3,0,2,50,10000,72350
tiramisu,3,0,3,10,100,29316
tiramisu,3,0,2,1,1,98
mongolian,3,0,3,1,1,67
tiramisu,3,0,3,1,10000,333327
mongolian,3,0,3,1,3000,4234
tiramisu,3,0,2,1,10000,40709
tiramisu,3,0,2,10,3000,9327
tiramisu,3,0,1,10,3000,9238
mongolian,3,0,2,50,1000,1450667
mongolian,3,0,1,1,300,206
mongolian,3,0,1,3,30,73
mongolian,3,0,2,10,300,87558
mongolian,3,0,1,1,3000,8913
mongolian,3,0,2,3,1,107
tiramisu,3,0,3,3,300,338
tiramisu,3,0,3,50,10000,445791
mongolian,3,0,1,3,3000,267477
mongolian,3,0,3,1,10000,12065
tiramisu,3,0,3,50,3000,45586
mongolian,3,0,2,50,30,2635
mongolian,3,0,2,10,30,553
tiramisu,3,0,1,1,1000,400
mongolian,3,0,3,10,100,532
tiramisu,3,0,1,10,1000,1836
tiramisu,3,0,2,10,1,308
mongolian,3,0,2,10,1000,11238
tiramisu,3,0,1,10,300,630
tiramisu,3,0,1,3,10000,6550
mongolian,3,0,1,10,1,77
tiramisu,3,0,1,10,3000,9188
mongolian,3,0,1,10,300,569
mongolian,3,0,1,1,10000,7817
mongolian,3,0,3,3,1,682
mongolian,3,0,1,1,100,310
tiramisu,3,0,1,10,300,609
tiramisu,3,0,1,10,3000,8985
mongolian,3,0,2,10,1000,1039
tiramisu,3,0,1,10,1,306
tiramisu,3,0,2,10,10000,33580
tiramisu,3,0,3,1,3000,15494
mongolian,3,0,3,50,100,2970
mongolian,3,0,1,50,3000,128377
mongolian,3,0,3,10,1,29366
mongolian,3,0,3,50,3000,6841
tiramisu,3,0,2,10,30,250
tiramisu,3,0,1,1,30,3103
tiramisu,3,0,1,3,10000,7150
mongolian,3,0,3,3,1,678
mongolian,3,0,3,1,30,506
mongolian,3,0,1,1,1000,796
mongolian,3,0,3,10,3000,880744
tiramisu,3,0,3,50,1000,44883
mongolian,3,0,2,10,100,98
tiramisu,3,0,2,1,1000,4045
mongolian,3,0,2,10,300,3412
mongolian,3,0,3,50,1000,1449458
mongolian,3,0,2,3,1,583
tiramisu,3,0,3,3,1000,1009
mongolian,3,0,2,10,300,1675
mongolian,3,0,1,50,10000,14467868
mongolian,3,0,3,10,100,29306
tiramisu,3,0,1,50,1,4265
mongolian,3,0,3,10,300,1623
tiramisu,3,0,1,3,100,459
mongolian,3,0,1,10,30,545
tiramisu,3,0,1,1,300,893
tiramisu,3,0,2,50,1,4361
mongolian,3,0,1,50,30,2645
mongolian,3,0,2,3,30,91
mongolian,3,0,1,1,1,68
mongolian,3,0,2,50,100,719
tiramisu,3,0,3,10,10000,30431
mongolian,3,0,2,50,100,195
mongolian,3,0,1,50,1000,1447095
mongolian,3,0,2,10,10000,24194
tiramisu,3,0,3,10,100,126
tiramisu,3,0,3,1,1000,33308
mongolian,3,0,3,1,10000,14149
tiramisu,3,0,2,10,3000,7202
tiramisu,3,0,3,50,30,4450
tiramisu,3,0,2,3,10000,10054
mongolian,3,0,1,10,1,539
mongolian,3,0,3,50,300,7922
tiramisu,3,0,1,3,1,459
tiramisu,3,0,1,3,3000,13706
tiramisu,3,0,2,1,3000,3281
mongolian,3,0,1,1,100,60
mongolian,3,0,3,3,1,185
tiramisu,3,0,3,1,1000,1412
mongolian,3,0,1,10,1000,740
mongolian,3,0,2,3,1,193
mongolian,3,0,1,3,1000,1667
tiramisu,3,0,2,50,100,192
tiramisu,3,0,1,1,100,298
mongolian,3,0,2,10,300,1678
mongolian,3,0,3,50,300,434716
tiramisu,3,0,3,50,1,4493
tiramisu,3,0,3,1,10000,52174
tiramisu,3,0,3,3,1000,6744
mongolian,3,0,3,50,100,229
mongolian,3,0,2,10,30,1147
tiramisu,3,0,3,50,10000,149964
mongolian,3,0,3,1,100,3342
mongolian,3,0,2,50,30,157
tiramisu,3,0,3,50,1000,1452947
mongolian,3,0,2,50,1,2633
mongolian,3,0,1,1,3000,1799
tiramisu,3,0,2,10,1000,3082
tiramisu,3,0,3,1,30,143
mongolian,3,0,1,1,3000,1793
mongolian,3,0,3,1,300,397
mongolian,3,0,2,10,100,29217
mongolian,3,0,2,50,1,724
tiramisu,3,0,3,50,10000,449039
tiramisu,3,0,3,1,300,10067
mongolian,3,0,2,50,30,4388
tiramisu,3,0,2,1,100,39
mongolian,3,0,3,10,100,29319
mongolian,3,0,2,50,100,750
mongolian,3,0,1,10,300,1610
tiramisu,3,0,3,1,300,10018
mongolian,3,0,3,3,100,176
tiramisu,3,0,1,3,100,463
tiramisu,3,0,2,3,300,27008
tiramisu,3,0,3,1,10000,52354
mongolian,3,0,3,10,100,29352
mongolian,3,0,3,50,30,2678
tiramisu,3,0,1,3,3000,3094
tiramisu,3,0,3,3,30,130
mongolian,3,0,3,3,1000,1744
mongolian,3,0,3,50,300,2233
mongolian,3,0,3,50,300,435700
mongolian,3,0,3,3,3000,3724
mongolian,3,0,3,1,100,145
mongolian,3,0,3,50,1,144959
tiramisu,3,0,3,1,10000,13253
mongolian,3,0,1,3,1,466
mongolian,3,0,1,10,100,29128
tiramisu,3,0,3,50,100,1503
mongolian,3,0,2,1,3000,1828
tiramisu,3,0,1,3,100,65
tiramisu,3,0,2,3,10000,14054
mongolian,3,0,3,3,100,129
tiramisu,3,0,2,10,3000,9056
tiramisu,3,0,1,10,30,204
tiramisu,3,0,2,10,300,648
tiramisu,3,0,3,10,300,3714
tiramisu,3,0,2,3,10000,13058
mongolian,3,0,1,1,30,78
mongolian,3,0,1,3,10000,10537
mongolian,3,0,2,1,1,62
mongolian,3,0,1,1,300,242
mongolian,3,0,3,1,1000,1328
mongolian,3,0,1,3,1,163
mongolian,3,0,1,3,1000,1010
tiramisu,3,0,1,3,30,457
mongolian,3,0,3,3,100,9178
mongolian,3,0,2,50,30,188
mongolian,3,0,2,10,1,226
tiramisu,3,0,2,50,1000,43747
mongolian,3,0,2,1,100,103
tiramisu,3,0,3,3,3000,3880
mongolian,3,0,3,10,3000,880992
tiramisu,3,0,3,10,10000,34176
mongolian,3,0,1,10,1,542
mongolian,3,0,1,10,100,536
tiramisu,3,0,2,10,10000,30252
tiramisu,3,0,1,3,1000,1012
tiramisu,3,0,1,3,3000,3024
mongolian,3,0,2,1,3000,1906
mongolian,3,0,2,50,10000,72130
tiramisu,3,0,2,3,3000,17093
mongolian,3,0,1,10,300,3072
mongolian,3,0,3,3,1,160
tiramisu,3,0,2,10,3000,7213
tiramisu,3,0,3,50,10000,149414
tiramisu,3,0,2,3,10000,900744
tiramisu,3,0,2,3,3000,2830
mongolian,3,0,1,1,1000,2973
tiramisu,3,0,1,1,1,39
mongolian,3,0,2,3,30,8989
tiramisu,3,0,1,50,3000,4340229
mongolian,3,0,2,3,300,530
mongolian,3,0,2,3,1000,90020
mongolian,3,0,1,50,100,4248
mongolian,3,0,2,1,30,106
mongolian,3,0,3,3,3000,273706
tiramisu,3,0,1,1,30,77
mongolian,3,0,1,3,1000,89013
tiramisu,3,0,1,3,1,105
tiramisu,3,0,1,1,1,73
tiramisu,3,0,1,50,1000,6804
mongolian,3,0,2,3,1000,1390
tiramisu,3,0,1,3,100,102
tiramisu,3,0,3,1,10000,52239
mongolian,3,0,2,10,3000,33904
mongolian,3,0,3,3,30,9134
mongolian,3,0,3,1,30,3346
mongolian,3,0,2,1,300,190
mongolian,3,0,2,10,100,218
mongolian,3,0,1,50,100,4218
tiramisu,3,0,3,50,10000,185270
mongolian,3,0,2,10,1000,5305
tiramisu,3,0,2,10,1000,3053
tiramisu,3,0,2,3,100,9000
mongolian,3,0,2,1,300,287
tiramisu,3,0,3,10,30,145
tiramisu,3,0,2,50,10000,149495
mongolian,3,0,3,1,1000,1225
mongolian,3,0,3,1,10000,52159
tiramisu,3,0,3,50,3000,22177
mongolian,3,0,2,1,100,74
mongolian,3,0,1,50,1,4228
mongolian,3,0,2,50,30,2645
mongolian,3,0,1,10,1000,2056
mongolian,3,0,2,3,300,512
tiramisu,3,0,3,1,3000,100017
tiramisu,3,0,2,3,100,8993
tiramisu,3,0,2,1,10000,40575
tiramisu,3,0,3,3,1,95
tiramisu,3,0,1,50,10000,13308
tiramisu,3,0,1,3,100,8854
tiramisu,3,0,2,1,30,112
tiramisu,3,0,3,10,300,393
tiramisu,3,0,2,50,1000,43871
mongolian,3,0,2,50,1000,1451148
mongolian,3,0,1,50,1000,42673
mongolian,3,0,3,50,30,144935
mongolian,3,0,2,3,300,1730
tiramisu,3,0,2,3,3000,3223
tiramisu,3,0,1,10,300,3065
mongolian,3,0,2,10,10000,2922253
tiramisu,3,0,2,50,10000,152194
mongolian,3,0,1,1,100,68
mongolian,3,0,2,3,3000,5103
tiramisu,3,0,3,1,1000,1253
mongolian,3,0,1,50,1000,1640
tiramisu,3,0,2,1,3000,3211
tiramisu,3,0,2,50,1,1511
tiramisu,3,0,3,10,100,150
mongolian,3,0,3,1,100,118
tiramisu,3,0,1,10,10000,101867
mongolian,3,0,3,3,100,9147
mongolian,3,0,3,50,1000,7493
tiramisu,3,0,1,3,300,1387
tiramisu,3,0,2,1,100,3225
mongolian,3,0,2,10,10000,2923772
mongolian,3,0,2,50,300,3194
mongolian,3,0,1,10,100,551
tiramisu,3,0,1,50,30,4212
tiramisu,3,0,2,50,100,4355
tiramisu,3,0,3,3,100,689
tiramisu,3,0,2,50,1000,1447049
tiramisu,3,0,1,3,10000,9545
mongolian,3,0,2,10,10000,53837
mongolian,3,0,3,1,10000,12129
mongolian,3,0,2,3,30,166
mongolian,3,0,1,1,30,61
tiramisu,3,0,1,1,300,232
mongolian,3,0,1,10,3000,15947
tiramisu,3,0,3,10,10000,2931655
mongolian,3,0,2,3,3000,5357
tiramisu,3,0,1,3,1000,1030
mongolian,3,0,2,3,3000,3933
tiramisu,3,0,1,50,300,4571
mongolian,3,0,2,3,300,26976
mongolian,3,0,3,10,3000,3925
tiramisu,3,0,2,50,100,4369
mongolian,3,0,2,1,10000,40900
mongolian,3,0,2,3,30,587
mongolian,3,0,3,50,1000,1917
tiramisu,3,0,1,1,1,38
tiramisu,3,0,2,10,100,315
tiramisu,3,0,2,3,3000,3875
tiramisu,3,0,2,3,3000,2948
tiramisu,3,0,1,1,3000,8902
tiramisu,3,0,1,50,1000,1446458
mongolian,3,0,2,50,1000,7217
tiramisu,3,0,1,10,1,306
tiramisu,3,0,3,50,1000,10572
tiramisu,3,0,3,1,10000,12589
tiramisu,3,0,1,1,3000,9018
mongolian,3,0,1,10,1000,291349
tiramisu,3,0,3,1,1000,5153
mongolian,3,0,3,1,10000,6664
tiramisu,3,0,1,1,1000,652
tiramisu,3,0,1,10,300,992
mongolian,3,0,2,10,100,535
tiramisu,3,0,1,50,10000,149318
tiramisu,3,0,2,10,300,924
tiramisu,3,0,2,1,30,38
tiramisu,3,0,1,50,1000,1445858
mongolian,3,0,1,3,100,169
tiramisu,3,0,3,10,3000,37031
tiramisu,3,0,2,3,1000,5698
mongolian,3,0,2,1,10000,6524
tiramisu,3,0,1,1,3000,8887
tiramisu,3,0,1,10,100,71
tiramisu,3,0,3,3,300,478
tiramisu,3,0,1,3,1000,706
tiramisu,3,0,3,50,300,4545
tiramisu,3,0,3,50,300,4496
mongolian,3,0,3,1,10000,13967
mongolian,3,0,2,1,30,3221
mongolian,3,0,3,1,100,60
tiramisu,3,0,3,10,300,714
tiramisu,3,0,1,50,1,1474
tiramisu,3,0,3,1,3000,1268
tiramisu,3,0,1,10,30,71
tiramisu,3,0,2,3,1,102
tiramisu,3,0,2,3,10000,56712
tiramisu,3,0,3,10,1000,3038
tiramisu,3,0,2,50,1000,43787
tiramisu,3,0,1,50,1,1538
tiramisu,3,0,3,50,1000,44659
tiramisu,3,0,3,3,10000,10527
tiramisu,3,0,3,1,300,372
tiramisu,3,0,3,1,3000,15453
mongolian,3,0,1,10,3000,16046
tiramisu,3,0,3,3,1000,1027
tiramisu,3,0,2,50,30,144963
tiramisu,3,0,1,10,10000,2911557
mongolian,3,0,3,10,10000,53280
mongolian,3,0,2,3,3000,4168
mongolian,3,0,1,1,30,297
mongolian,3,0,1,3,1000,4560
tiramisu,3,0,2,3,3000,3078
tiramisu,3,0,3,50,30,1498
mongolian,3,0,1,3,1000,655
mongolian,3,0,2,3,3000,17208
mongolian,3,0,3,10,1000,5325
mongolian,3,0,1,10,30,205
tiramisu,3,0,2,10,3000,877474
mongolian,3,0,2,50,30,144733
mongolian,3,0,3,1,1,145
mongolian,3,0,3,10,3000,37062
tiramisu,3,0,1,50,300,2064
tiramisu,3,0,2,1,30,3237
tiramisu,3,0,1,50,100,1482
mongolian,3,0,1,50,30,144867
mongolian,3,0,3,10,10000,2933222
tiramisu,3,0,1,1,300,107
tiramisu,3,0,3,1,300,125
tiramisu,3,0,3,3,30,9121
mongolian,3,0,2,10,3000,876414
mongolian,3,0,1,1,1,3128
tiramisu,3,0,2,1,300,117
mongolian,3,0,2,3,300,1701
mongolian,3,0,1,1,1,301
mongolian,3,0,2,50,300,2155
mongolian,3,0,2,50,10000,16483
mongolian,3,0,1,10,10000,8128
mongolian,3,0,3,3,1000,1684
tiramisu,3,0,2,3,1,133
mongolian,3,0,2,3,1000,1697
mongolian,3,0,3,1,3000,100056
mongolian,3,0,3,3,30,126
mongolian,3,0,2,3,100,135
mongolian,3,0,2,10,1000,11273
mongolian,3,0,1,50,3000,20703
mongolian,3,0,1,3,10000,16427
mongolian,3,0,2,3,30,107
tiramisu,3,0,1,10,30,71
tiramisu,3,0,2,1,10000,10660
tiramisu,3,0,1,1,10000,3640
tiramisu,3,0,1,10,1,77
mongolian,3,0,3,1,1,131
tiramisu,3,0,2,1,100,37
mongolian,3,0,2,50,1,157
mongolian,3,0,2,3,30,565
tiramisu,3,0,2,50,1,4315
tiramisu,3,0,2,50,100,1524
mongolian,3,0,2,1,300,280
mongolian,3,0,3,3,30,9109
tiramisu,3,0,1,10,300,219
tiramisu,3,0,1,10,100,77
mongolian,3,0,3,3,30,165
tiramisu,3,0,1,3,10000,6631
mongolian,3,0,3,3,100,9106
tiramisu,3,0,1,50,10000,15989
mongolian,3,0,1,1,100,66
mongolian,3,0,2,50,3000,21701
tiramisu,3,0,2,50,30,714
mongolian,3,0,2,1,1000,644
mongolian,3,0,1,50,30,4234
mongolian,3,0,1,50,1,2595
mongolian,3,0,2,3,3000,3934
tiramisu,3,0,2,1,10000,9125
tiramisu,3,0,2,3,3000,17008
tiramisu,3,0,3,1,100,41
tiramisu,3,0,2,50,1,4337
tiramisu,3,0,1,50,1,1492
mongolian,3,0,1,1,1,306
